-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,7,0,0,0,0,7,7,0,0,0,0,0,7,7,-1,-1,-1,-1,-1,7,0,0,0,13,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,7,23,0,0,0,0,0,0,0,13,0,0,7,7,-1,-1,-1,-1,-1,7,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,0,0,0,7,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,7,7,-1,-1,7,7,7,0,0,0,7,-1,-1
7,7,7,7,7,7,7,7,7,0,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,7,7,-1,-1,-1,7,7,0,0,7,-1,-1
7,0,0,0,11,0,17,0,7,0,0,0,7,7,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,-1,-1,-1,-1,7,0,0,7,7,7
7,0,13,0,0,0,0,0,7,0,0,0,7,7,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,7,7,0,0,0,0,0,7,-1,-1,-1,-1,7,7,0,0,0,7
7,17,0,0,0,7,0,0,7,0,0,0,7,7,7,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,7,0,0,0,0,7,7,-1,-1,-1,7,7,0,0,6,7
7,0,0,0,0,7,0,0,0,0,0,0,7,7,-1,7,7,0,0,0,0,3,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,7,7,7,-1,-1,-1,7,7,0,0,0,0,7,-1,-1,7,7,0,0,0,10,7
7,0,23,13,0,0,0,0,0,0,0,0,0,7,7,7,7,7,0,0,0,8,9,0,0,7,7,7,7,7,0,0,0,0,0,13,0,0,0,0,7,7,-1,-1,-1,7,0,0,0,0,7,7,7,7,0,0,0,0,7,7
7,0,0,0,0,0,0,0,7,0,0,0,0,0,7,-1,-1,7,0,0,0,0,0,0,7,7,-1,-1,-1,7,0,0,0,0,17,0,0,0,0,0,0,7,7,7,7,7,0,0,0,17,0,7,7,0,0,0,0,0,7,-1
7,32,7,7,7,7,7,7,7,7,0,7,0,0,7,7,-1,7,7,0,0,0,0,7,7,7,-1,7,7,7,0,13,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,3,4,0,7,7,-1,-1
7,7,7,0,0,29,0,0,7,0,7,7,0,0,1,7,-1,7,11,0,0,0,0,7,-1,-1,-1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,0,7,-1,-1,-1
-1,7,17,0,13,0,0,0,0,0,7,0,0,0,7,7,-1,7,7,7,0,0,0,7,7,-1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,7,-1,-1,-1
-1,7,0,0,0,0,0,0,7,0,7,0,0,0,7,-1,-1,-1,-1,7,0,0,0,0,7,7,7,0,0,0,1,0,0,0,7,7,7,7,0,0,0,0,7,7,0,0,0,0,0,0,0,7,7,0,0,0,7,-1,-1,-1
-1,7,0,13,0,10,0,0,7,0,7,0,0,0,7,-1,-1,-1,-1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,7,7,7,7,7,7,7,0,0,0,0,0,0,0,7,7,0,0,0,7,-1,-1,-1
-1,-1,7,0,0,0,7,7,7,0,1,0,7,1,7,7,-1,-1,7,7,7,0,0,0,0,0,0,0,0,17,0,0,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,7,7,0,0,0,0,7,-1,-1,-1
-1,-1,7,7,7,7,7,7,7,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0,27,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,20,0,0,20,7,7,7,7,0,0,0,0,7,7,-1,-1
-1,-1,-1,-1,-1,-1,7,7,0,0,0,0,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,7,10,0,23,0,0,0,0,0,7,-1,-1
-1,-1,-1,-1,-1,-1,-1,7,7,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,0,0,0,0,7,7,7,7,7,0,0,29,0,0,7,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,10,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,-1,-1,-1,-1,-1,-1,-1,-1,7,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,0,0,13,0,24,0,0,17,0,0,0,0,0,0,0,13,0,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,17,0,0,0,7,0,0,0,0,29,0,0,0,0,7,0,0,7,7,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0,0,0,0,7
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,-1,-1,-1,7,7,7,7,7,7,7,7,7,7
