7,0,0,0,0,7,-1,-1,-1,-1,-1,7,0,16,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,18,0,7,0,8,9,0,7,0,10,0,7,-1,-1
7,0,0,7,0,7,-1,-1,-1,-1,-1,7,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,-1,-1
7,0,1,0,0,7,-1,-1,-1,-1,-1,7,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,0,0,0,0,17,0,0,7,7,-1,-1
7,0,0,0,0,7,-1,-1,-1,-1,-1,7,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,17,0,3,4,0,7,7,7,-1,-1
7,7,0,0,0,7,7,-1,-1,-1,-1,7,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,8,9,7,7,13,7,-1,-1
-1,7,0,0,0,0,7,7,7,7,7,7,0,0,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,7,-1,-1
-1,7,0,0,0,1,0,0,7,0,0,0,0,0,2,0,0,0,7,0,0,0,0,23,0,0,0,13,0,7,0,0,0,1,0,23,0,0,0,0,0,0,7,0,0,0,0,7,-1,-1
-1,7,0,0,7,7,0,1,0,2,0,0,0,0,0,0,0,0,23,0,13,0,0,23,0,0,17,0,0,23,0,0,0,0,0,23,0,0,0,17,0,0,7,18,0,0,0,7,-1,-1
-1,7,0,0,0,0,0,16,0,0,0,0,0,7,0,0,0,0,23,0,0,0,0,7,0,0,0,0,0,23,0,0,13,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,-1,-1
-1,7,0,15,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,7,7,-1,-1
-1,7,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,-1,-1,-1
-1,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
