7,0,0,0,0,0,0,0,13,0,0,0,0,23,0,0,1,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,0,13,0,0,7,7,7,7,7,-1,-1,-1,-1,-1,7,10,7,-1
7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,0,0,0,0,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,31,7,-1
7,0,0,7,0,0,0,7,7,7,7,7,0,0,0,0,18,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,10,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,7,-1
7,23,0,0,0,13,0,0,0,2,0,0,13,0,0,7,0,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,24,23,7,7,7,7,7,7,7,7,7,7,7,0,7,-1
7,0,0,0,0,0,2,0,18,0,0,0,0,0,1,0,0,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,23,23,0,0,25,25,25,25,25,25,25,25,0,10,5,7,-1
7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,2,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,-1
7,0,10,0,0,0,0,0,0,28,1,0,0,7,0,23,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,0,2,0,0,18,0,0,0,0,0,0,0,7,7,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,23,23,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,18,0,23,0,0,0,0,1,0,0,13,0,0,0,0,0,23,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,2,0,7,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7
7,0,0,0,0,0,0,7,0,0,0,0,0,0,23,0,18,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,10,0,7,-1,-1,-1,-1,-1,7,0,12,0,1,1,0,7
7,0,0,0,0,0,7,7,0,0,0,0,11,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,0,0,0,7,-1,-1,-1,-1,-1,7,0,0,10,0,0,11,7
7,0,0,0,2,0,0,0,0,0,7,2,0,0,0,7,13,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,23,23,7,-1,-1,-1,-1,-1,7,18,0,0,0,18,0,7
7,13,0,0,0,0,13,0,0,0,7,0,0,23,0,7,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,-1,-1,-1,-1,-1,7,0,0,0,13,0,0,7
7,0,0,7,0,0,0,23,0,0,0,0,0,0,0,7,0,7,0,0,0,23,0,13,23,0,13,10,23,24,13,10,23,13,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,7,0,13,0,0,0,0,7
7,23,0,0,23,0,0,0,18,0,0,0,0,0,0,0,0,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,2,0,7,7,7,7,7,7,7,0,0,0,0,0,0,7
7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,7
7,0,10,0,13,0,0,0,0,0,0,7,0,0,13,0,0,0,24,0,0,0,2,2,0,0,0,0,10,0,1,0,13,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,19,0,7
7,13,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,7,7,0,0,23,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,16,0,0,13,1,7
7,7,7,7,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,3,4,7,7,7,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,0,0,0,3,4,0,7
-1,-1,-1,7,7,0,0,7,7,7,0,0,0,0,0,0,18,0,0,7,7,0,0,0,7,7,7,7,-1,-1,-1,-1,7,0,0,0,23,0,0,7,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7
-1,-1,-1,-1,7,0,0,0,18,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,-1,-1,7,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,19,0,0,0,0,10,7,-1,-1,7,23,0,18,0,11,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,7,0,0,0,0,0,0,0,18,0,0,0,0,0,0,7,0,18,0,0,0,0,0,7,7,-1,-1,-1,7,11,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,7,7,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,7,7,-1,-1,-1,-1,7,10,3,4,0,12,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
